ID#;dialog
600352;Isn't he brilliant?
600353;Have to admit, thought I was going to miss that last one.  Hope Cormac's not taking it too hard.
600354;Has a bit of a thing for you, Hermione.  Cormac.
600355;He's vile.
600356;Ever heard of this spell?
600357;No I have not. And if you had a shred of self-respect you would turn that book in.
600358;Not bloody likely.  He's top of the class.  Even better than you, Hermione.  Slughorn thinks he's a genius.
600359;What?
600360;I'd like to know just whose book that was.  Let's take a look, shall we?
600361;No.
600362;Why not?
600363;It's... old.  The binding is fragile.
600364;The binding is fragile?
600365;Who's the Half-Blood Prince?
600366;The who?
600367;The who?
600368;That's what it says.  Right here. 'This Book is the Property of the Half-Blood Prince.'
600369;For weeks you carry around this book, practically sleep with it... and you have no desire to find out who The Half-Blood Prince is?
600370;I didn't say I wasn't curious. And, by the way, I don't sleep with it.
600371;Yeah. Right. Well, it's true.  I like a nice chat before I go to bed.  Now you're always reading that bloody book.  It's like being with Hermione.
600372;Well, I was curious.  So I went to
600373;The library.
600374;The library.
600375;And?
600376;And... nothing.  There's no reference to the Half-Blood Prince anywhere.
600377;Good.  That settles it then.
600378;Hey, you three!
600379;What've you got there, Hagrid?
600380;Stinksap.  Burn the whiskers right off yer chin.  Trees 'ere are drippin' with it.
600381;Stinksap?  You're not sick, are you?
600382;It's not fer me.  It's fer Aragog. Yeh remember Aragog, don' yeh?
600383;Spider?  About six feet tall?  Ten feet wide?
600384;Tha's the one.  He's taken ill. I'm hopin' ter nurse 'im back. Keep yer fingers crossed.
600385;Barking.  Does he not remember that raving arachnid tried to eat us? What?
600386;The Aurors. I know they're here to protect us, but... somehow I don't feel any safer.
600387;Filius!  I was hoping to find you at the Three Broomsticks.
600388;Emergency choir practice, I'm afraid, Horace.
600389;Who's up for a Butterbeer?
600390;No.  Over here.
600391;No, no.  Sit next to me.
600392;O-kay.
600393;What'll we have?
600394;Three Butterbeers.  Splash of ginger in mine, please.
600395;Aw, bloody hell...
600396;Oh, honestly, Ronald.  They're just holding hands...
600397;And snogging.
600398;I'd like to leave.
600399;Leave?  You can't be serious.
600400;That happens to be my sister.
600401;So?  What if she looked over here and saw you snogging me?  Would you expect her to get up and leave?
600402;Harry, m'boy!
600403;Hello, sir.  Wonderful to see you.
600404;So what brings you here, sir?
600405;Oh, the Three Broomsticks and I go way back.  Longer than I'd care to admit.  In fact, I remember when it was simply One Broomstick!
600406;Oops!  All hands on deck, Granger!
600407;Listen, m'boy.  In the old days, I used to throw together the occasional supper and invite a select student or two.  Would you be game?
600408;I'd consider it an honor, sir.
600409;You'd be welcome too, Granger.
600410;Be delighted, sir.
600411;Brilliant.  Look for my owl. Good to see you, Wallenby.
600412;What're you playing at?
600413;Dumbledore asked me to... get to know him.
600414;Get to know him?
600415;Dunno.  But it must be important. Otherwise Dumbledore wouldn't ask.
600416;Um... You've got a little...
600417;Bit worried about her.  Did you hear that rubbish she was talking back in the pub?  Her and me snogging.  Ha.  As if...
600418;Katie.  You don't know what it could be!
600419;What's up?
600420;I warned her!  I warned her not to touch it!
600421;Harry, she's swallowing her tongue --
600422;I'll get someone --
600423;There's no time!
600424;Get back!  All o' yeh!
600425;Now, now.  Now, now...
600426;Don' go touchin' tha' but by the wrappin's.  Unnerstan'?
600427;You're sure Katie did not have this in her possession when she entered the Three Broomsticks, Leanne?
600428;It's like I said.  She went to the loo and when she came back she had the package.  She said it was important she deliver it.
600429;Did she say to whom?
600430;All right, Leanne.  You may go. Why is it always you three?  Hm? When something happens?
600431;Believe me, Professor, I've been asking myself the same question for six years.
600432;Severus. Is this it?
600433;What do you think?
600434;I think Miss Bell is lucky to be alive.
600435;She was cursed, wasn't she?  I know Katie.  Off the Quidditch pitch she wouldn't hurt a fly.  If she was bringing that to someone, she wasn't doing it knowingly.
600436;Yes.  She was cursed.
600437;It was Malfoy.
600438;That's a very serious accusation, Potter.
600439;Indeed.  Your evidence?
600440;I... just... know.
600441;You... just... know.  Once again you astonish with your gifts, Potter, gifts mere mortals could only dream of possessing.  How grand it must be to be the Chosen One.
600442;I suggest you return to your dormitory.  All of you.
600443;What do you suppose Dean sees in her?  Ginny.
600444;What does she see in him?
600445;Dean?  He's brilliant.
600446;You called him a slick git not five hours ago.
600447;Yeah, well, he was running his hands all over my sister, wasn't he?  Something snaps.  You've got to hate him.  You know, on principle.
600448;I suppose.
600449;So what is it?  He sees in her?
600450;I don't know.  She's smart. Funny.  Attractive...
600451;Attractive?
600452;You know.  She's... got nice skin.
600453;Skin?  You're saying Dean's dating my sister because of her skin?
600454;Well, no.  I mean... I'm just saying it could be a contributing factor.
600455;Hermione's got nice skin. Wouldn't you say?  As skin goes, I mean.
600456;I've never really thought about it.  But I suppose, yeah.  Very nice.
600457;I think I'll be going to sleep now.
600458;Right.
600459;To Hogwarts' best and brightest!
600460;Here, here!
600461;Which one do I use for the soup?
600462;So tell me, Cormac.  See much of your Uncle Tiberius these days?
600463;Yes, sir.  In fact, I'm meant to go hunting with him and the Minister for Magic over holiday.
600464;Well, be sure to give them both my best.  What about your uncle, Belby?  Working on anything new? For those of you who don't know, Marcus' uncle invented the Wolfsbane Potion.
600465;Dunno.  He and me dad don't get on. Probably because Dad thinks potions are rubbish.  Says the only potion worth having is a stiff one at the end of the --
600466;And you, Miss Granger?  What is it your family does in the Muggle world?
600467;My parents are dentists.  They tend to people's teeth.
600468;Fascinating.  And is that considered a dangerous profession?
600469;No.  Though, a boy named Robbie Fenwick did bite my father once. Needed ten stitches.
600470;Miss Weasley!  Come in, come in.
600471;Sorry, I'm not ordinarily late --
600472;No matter.  You'll be just in time for dessert.  That is -- if Belby leaves you any.
600473;Look at her eyes.  They've been fighting again.  Her and Dean.
600474;What?
600475;Nothing.
600476;Thank you, one and all, for a most stimulating evening.  We'll have to do it again.
600477;Oh.  Potter.
600478;Sorry, sir, I was just admiring your hourglass.
600479;Ah, yes.  A most intriguing object.  The sands run in accordance to the quality of the conversation.  When it is stimulating, the sands run slow. When it is not...
600480;I think I'll be going.
600481;Nonsense.  You have nothing to fear, m'boy.  As for some of your classmates, well, let's just say, they're unlikely to make the shelf.
600482;The shelf, sir?
600483;Anyone who aspires to be anyone hopes to end up here.  Then again... you are already someone aren't you, Harry?
600484;I don't really know how to answer that, sir.
600485;Your mother was modest too.  Your father not so much.  As you can see, he did not make the shelf.
600486;Did Voldemort ever make the shelf, sir?
600487;You knew him, didn't you, sir? Tom Riddle.  You were his teacher.
600488;Mr. Riddle had many teachers while here at Hogwarts.
600489;What was he like?
600490;I'm sorry, sir.  Forgive me.  He killed my parents, you see...
600491;Of course.  It's only natural that you should want to know more.  I'm afraid I must disappoint you, Harry.  When I first met young Mr. Riddle, he was simply a quiet, albeit brilliant, boy committed to becoming a first-rate wizard.  Not unlike the others I've known.  In fact, not unlike... you.  If the monster existed, it was buried deep within.
600492;Good luck, eh, Ron?
600493;Counting on you, Ron.  I've two Galleons on Gryffindor.
600494;So.  How was it?
600495;How was what?
600496;Your dinner party.
600497;Dead boring.  Though I think Harry enjoyed dessert.
600498;Ol' Sluggy's having a Christmas do, you know.  And we're meant to bring someone...
600499;I expect you'll be going with McLaggen.  Isn't he a member of the Slug Club?
600500;Actually, I was going to ask you.
600501;Really?
600502;Really.  But seeing as you have such a distaste for the idea --
600503;Good luck today, Ron!  I know you'll be brilliant!
600504;I'm resigning.  After today's match.  McLaggen can have my spot.
600505;Have it your way.  Juice?
600506;Sure...
600507;Hello, everyone.  You look dreadful, Ron.
600508;Is that why you just put something in his cup.  Is it a tonic?
600509;Don't drink that, Ron!
600510;You could be expelled for that.
600511;Dunno what you're talking about.
600512;C'mon, Harry.  We've got a game to win.
600513;What's gotten into him?
600514;Ginny!  Let's go!
600515;Weasley!  Weasley!  Weasley!
600516;Ron seems to be enjoying himself.
600517;Yep.  Apparently it's his lucky day.
600518;You shouldn't have done it, Harry.
600519;Yeah.  I suppose I could've just used, I dunno... a Confundus charm?
600520;That was different.  It was tryouts.  This was an actual match --
600521;You didn't put it in? Ron only thought you did?
600522;Charms spell.  Just practicing.
600523;Ah.  Well... they're really good.
600524;How does it feel, Harry?  When you see Dean with Ginny? I know, Harry.  You're my best friend.  I see how you look at her.
600525;Oops.  I think this room's taken.
600526;What's with the birds?
600527;Oppugno!
600528;It feels like this.
600529;Look, I can't help it if she's got her knickers in a twist.  What Lav and I have -- well, let's just say there was no stopping it.  It's chemical.  Will it last?  Who knows?  Point is, I'm a free agent.
600530;He's at perfect liberty to kiss whomever he likes.  I really couldn't care less.  Was I under the impression that he and I would be attending Slughorn's Christmas party together?  Yes.  Of course, now, given the circumstances, I've had to make other arrangements.
600531;Have you?
600532;Yes.  Why?
600533;I just thought, you know, since neither one of us can take who we'd really like... maybe we'd go together.  As friends.
600534;Why didn't I think of that?
600535;So who are you taking?
600536;Um... it's a surprise.  Besides, it's you we need to worry about. And you can't pick just anyone. See that girl over there.  That's Romilda Vane.  Rumor has it she's trying to slip you a love potion.
600537;Really...?
600538;Hey! She's only interested in you because she thinks you're the Chosen One.  You know that, right?
600539;But I am the Chosen One.
600540;Okay.  Kidding.  I'll just ask someone I like.  Someone cool.
600541;I've never been to this part of the castle.  At least not while awake.  I sleepwalk, you see. It's why I wear shoes to bed.
600542;Someone has taken a BITE out of it. Thank you, Adrian! One of mine.  Class of '78.  I had hoped for more out of him, but at least the pictures are in focus. Oh my!  Excuse me, Harry.  I must greet the new Minister of Magical Transportation.  Class of '67. Mingle, m'boy!  Mingle!  We're all friends here.  And we run the world.
600543;Drink?
600544;Neville...?
600545;I didn't make the cut for the Slug Club.  It's okay.  He's got Belby handing out towels in the loo.
