ID#;dialog
300077;Come now, Harry the Ministry doesn't send people to Azkaban... for blowing up their aunts. On the other hand, running away like that, given the state of things... was very, very irresponsible.
300078;The state of things, sir?
300079;We have a killer on the loose.
300080;Sirius Black, you mean? But what's he got to do with me?
300081;Nothing, of course. You're safe. And that's what matters. And tomorrow you'll be on your way back to Hogwarts. These are your new schoolbooks. I took the liberty... of having them brought here. Now Tom will show you to your room.
300082;Hedwig.
300083;Oh, by the way, Harry. Whilst you're here, it would be best if you didn't... wander.
300084;Housekeeping. I'll come back later.
300085;I'm warning you, Hermione. Keep that bloody beast of yours away from Scabbers, or I'll turn it into a tea cozy.
300086;It's a cat, Ronald. What do you expect? It's in his nature.
300087;A cat? Is that what they told you? Looks more like a pig with hair.
300088;That's rich... coming from the owner of that smelly old shoe brush. Crookshanks, just ignore the mean little boy.
300089;Harry.
300090;Harry.
300091;Egypt. What's it like?
300092;Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself.
300093;You know the Egyptians used to worship cats?
300094;Along with the dung beetle.
300095;Not flashing that clipping again are you Ron?
300096;Not flashing that clipping again are you Ron?
300097;I haven't shown anyone.
300098;': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium.
300099;': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium.
300100;Harry.
300101;Mrs. Weasley.
300102;Good to see you, dear.
300103;Good to see you.
300104;You got everything you need?
300105;Yes.
300106;Yes? All of your books?
300107;Yeah, it's all upstairs.
300108;All of your clothes?
300109;Everything's there.
300110;Good boy.
300111;Thank you.
300112;Harry Potter.
300113;Mr. Weasley.
300114;Harry, wonder if I might have a word?
300115;Yeah, sure.
300116;Hermione.
300117;Good morning, Mr. Weasley.
300118;Looking forward to a new term?
300119;Yeah. It should be great.
300120;Harry, some within the Ministry would strongly discourage me... from divulging what I'm about to reveal to you. But I think that you need to know the facts. You are in danger. Grave danger.
300121;Has this anything to do with Sirius Black, sir?
300122;What do you know about Sirius Black, Harry?
300123;Only that he's escaped from Azkaban.
300124;Do you know why? Thirteen years ago, when you stopped...
300125;Voldemort.
300126;Don't say his name.
300127;Sorry.
300128;When you stopped You-Know-Who... Black lost everything. But to this day, he still remains a faithful servant. And in his mind... you are the only thing that stands in the way... of You-Know-Who returning to power. And that is why... he has escaped from Azkaban. To find you.
300129;And kill me.
300130;Harry, swear to me that whatever you might hear... you won't go looking for Black.
300131;Mr. Weasley... why would I go looking for someone who wants to kill me?
300132;Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!
300133;I didn't mean to blow her up. I just... I lost control.
300134;Brilliant.
300135;Honestly, Ron, it's not funny. Harry was lucky not to be expelled.
300136;I think I was lucky not to be arrested actually.
300137;I still think it was brilliant.
300138;Come on. Everywhere else is full.
300139;Who do you think that is?
300140;Professor R.J. Lupin.
300141;Do you know everything? How is it she knows everything?
300142;It's on his suitcase, Ronald.
300143;Oh.
300144;Do you think he's really asleep?
300145;Seems to be. Why?
300146;I gotta tell you something.
300147;Let me get this straight. Sirius Black has escaped from Azkaban to come after you?
300148;Yeah.
300149;But they'll catch Black, won't they? I mean, everyone's looking for him.
300150;Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic.
300151;Thanks, Ron.
300152;Why are we stopping? We can't be there yet.
300153;What's going on?
300154;I don't know. Maybe we've broken down.
300155;Ouch, Ron. That was my foot.
300156;There's something moving out there. I think... someone's coming aboard.
300157;Bloody hell! What's happening?
300158;Harry. Harry, are you all right?
300159;Thank you.
300160;Here, eat this. It'll help. It's all right. It's chocolate.
300161;What was that thing that came?
300162;It was a dementor. One of the guards of Azkaban. It's gone now. It was searching the train for Sirius Black. If you'll excuse me, I need to have a little word with the driver. Eat. You'll feel better.
300163;What happened to me?
300164;Well, you sort of went rigid. We thought maybe you were having a fit or something.
300165;And did either of you two... you know... pass out?
300166;No. I felt weird, though. Like I'd never be cheerful again.
300167;But someone was screaming. A woman.
300168;No one was screaming, Harry.
300169;Welcome! Welcome to another year at Hogwarts! Now, I'd like to say a few words... before we all become too befuddled by our excellent feast. First, I'm pleased to welcome Professor R.J. Lupin... who's kindly consented to fill the post... of Defense Against the Dark Arts teacher. Good luck, Professor.
300170;Of course. That's why he knew to give you the chocolate, Harry.
300171;Potter. Is it true you fainted? I mean, you actually fainted?
300172;Shove off, Malfoy.
300173;How did he find out?
300174;Just forget it.
300175;Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light.
300176;Fortuna Major. Here, listen. She just won't let me in. Fortuna Major.
300177;No, no, no. Wait, wait. Watch this. Oh, amazing! Just with my voice.
300178;Fortuna Major.
300179;Yes, all right. Go in.
300180;Thank you.
300181;She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful.
300182;She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful.
300183;. Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant.
300184;Ron, catch.
300185;I will.
300186;I think we have a winner.
300187;Oh, don't try one of them. Oh, no. Look at him. His face.
300188;Welcome, my children. In this room, you shall explore the noble art of Divination. In this room, you shall discover if you possess the Sight. Hello. I am Professor Trelawney. Together we shall cast ourselves into the future. This term, we'll focus on Tasseomancy, the art of reading tea leaves. So please, take the cup of the person sitting opposite you. What do you see? The truth lies buried like a sentence deep within a book, waiting to be read. But first, you must broaden your minds. First, you must look beyond.
300189;What a load of rubbish.
300190;Where did you come from?
300191;Me? I've been here all this time.
300192;You, boy... Is your grandmother quite well?
300193;I think so.
300194;I wouldn't be so sure of that. Give me the cup. Pity. Broaden your minds. Your aura is pulsing, dear. Are you in the beyond? I think you are.
300195;Sure.
300196;Look at the cup. Tell me what you see.
300197;Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it.
300198;Give me the cup. Oh, my dear boy. My dear... you have the Grim.
300199;The Grin? What's the Grin? Not the Grin, you idiot. The Grim. Taking form of a giant spectral dog. It's among the darkest omens in our world. It's an omen... of death.
300200;You don't think that Grim thing's got anything to do with Sirius Black?
300201;Oh, honestly, Ron. If you ask me, Divination's a woolly discipline. Now, Ancient Runes, that's a fascinating subject.
300202;Ancient Runes? Exactly how many classes are you taking?
300203;A fair few.
300204;Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once.
300205;Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!.
300206;That's it. Come on, now. Come closer. Less talking, if you don't mind. I got a real treat for you today. A great lesson. So follow me. Right, you lot. Less chattering. Form a group over there. And open your books to page 49.
300207;Exactly how do we do that?
300208;Just stroke the spine, of course. Goodness me.
300209;Don't be such a wimp, Longbottom.
300210;I'm okay. Okay.
300211;I think they're funny.
300212;Oh, yeah. Terribly funny. Really Witty. God, this place has gone to the dogs. Wait until Father hears Dumbledore's got this oaf teaching classes.
300213;Shut up, Malfoy.
300214;D-Dementor! Dementor!
300215;Just ignore him.
300216;You're supposed to stroke it.
300217;Yeah.
300218;Isn't he beautiful? Say hello to Buckbeak.
300219;Hagrid, exactly what is that?
300220;That, Ron, is a hippogriff. First thing you wanna know about hippogriffs is that they're very proud creatures. Very easily offended. You do not want to insult a hippogriff. It may just be the last thing you ever do. Now, who'd like to come and say hello? Well done, Harry. Well done. Come on now. Now... you have to let him make the first move. It's only polite. So... step up. Give him a nice bow. Then you wait and see if he bows back. If he does, you can go and touch him. If not... Well, we'll get to that later. Just make your bow. Nice and low. Back off, Harry. Back off. Keep still. Keep still. Well done, Harry. Well done. Here, you big brute, you. Right. I think you can go and pat him now. Go on. Don't be shy. Nice and slow, now. Nice and slow. Slow. Not so fast, Harry. Slow down, Harry. That's it... Nice and slow. Now let him come to you. Slowly, now, slowly, slowly... That's it... Yes! Well done! Well done, Harry, well done! I think he may let you ride him now.
300221;What?
300222;Come on.
300223;Hey, hey, hey!
300224;Put you over here, just behind the wing joint. Don't pull out any of his feathers, because he won't thank you for that. Well done, Harry, and well done, Buckbeak.
300225;That was wicked, Harry!
300226;Oh, please.
300227;Well done, well done. How am I doing me first day?
300228;Brilliant, professor.
300229;Yes you're not dangerous at all, are you, you great ugly brute!
300230;Malfoy, no... No! Buckbeak! Whoa, whoa, whoa... Whoa! Buckbeak! Away, you silly creature!
300231;It's killed me! It's killed me!
300232;Calm down! It's just a scratch!
300233;Hagrid! He has to be taken to the hospital.
300234;I'm the teacher. I'll do it.
300235;Oh You're gonna regret this.
300236;Class dismissed!
300237;You and your bloody chicken!
300238;Does it hurt terribly, Draco?
300239;It comes and it goes. Still, I consider myself lucky. Madam Pomfrey said another minute and I could've lost my arm. I couldn't do homework for weeks.
300240;Listen to the idiot. He's really laying it on thick, isn't he?
300241;At least Hagrid didn't get fired.
300242;Yeah but I heard Draco's father's furious. We haven't heard the end of this.
300243;He's been sighted! He's been sighted!
300244;Who?
300245;Sirius Black!
300246;Dufftown? That's not far from here.
300247;You don't think he'd come to Hogwarts, do you? With dementors at every entrance?
300248;Dementors? He's already slipped past them once. Who's to say he won't do it again?
300249;That's right. Black could be anywhere. It's like trying to catch smoke. Like trying to catch smoke with your bare hands.
300250;Intriguing, isn't it? Would anyone like to venture a guess... as to what is inside?
300251;That's a boggart, that is.
300252;Very good, Mr. Thomas. Now, can anybody tell me what a boggart looks like?
300253;No one knows.
300254;When did she get here?
300255;Boggarts are shape-shifters. They take the shape of whatever a particular person fears the most. That's what makes them so...
300256;So terrifying, yes, yes, yes... Luckily, a very simple charm exists to repel a boggart. Let's practice it now. Without wands, please. After me. Riddikulus!
300257;Riddikulus!
300258;Very good. A little louder and very clear. Listen: Riddikulus!
300259;Riddikulus!
300260;This class is ridiculous.
300261;Very good. So much for the easy part. You see, the incantation alone is not enough. What really finishes a boggart is laughter. You need to force it to assume a shape you find truly amusing. Let me explain. Uh... Neville, would you join me, please? Come on, don't be shy. Come on. Come on. Hello. Neville, what frightens you most of all?
300262;Professor Snape.
300263;Sorry?
300264;Professor Snape.
300265;Professor Snape. Yes, frightens all. And I believe you live with your grandmother.
300266;Y-Yes but I don't want that boggart to turn into her, either.
300267;No... it won't. I want you to picture her clothes. Only her clothes, very clearly, in your mind.
300268;She carries a red handbag...
300269;We don't need to hear. As long as you see it, we'll see it. Now, when I open that wardrobe... here's what I want you to do. Excuse me. Imagine Professor Snape in your grandmother's clothes. Can you do that? Yes. Wand at the ready. One, two, three. Think, Neville, think.
300270;Riddikulus!
300271;Wonderful, Neville, wonderful! Incredible! Okay... to the back, Neville. Everyone, form a line! Form a line! I want everyone to picture the thing they fear the very most... and turn it into something funny. Next! Ron! Concentrate. Face your fear. Be brave! Wand at the ready, Ron, wand at the ready.
300272;Riddikulus!
300273;Yes! You see? Very good, very good! Marvelous! Absolutely, very, very enjoyable! Parvati! Next! Show us what you see. Keep your nerve. Steady.
300274;Riddikulus!
300275;And next! Step up, step up! Wonderful, wonderful! Here! Riddikulus! Right. Sorry about that. That's enough for today. Collect your books from the back. That's the end of the lesson. Thank you! Sorry! Sorry, you can have too much of a good thing.
300276;Now remember, these visits to Hogsmeade village are a privilege. Should your behavior reflect poorly on the school in anyway that privilege shall not be extended again. No permission form signed, no visiting the village. That's the rule, Potter.
300277;Those with permission, follow me. Those without, stay put.
300278;But professor I thought if you signed it, then I could...
300279;I can't. Only a parent or a guardian can sign. Since I am neither, it would be inappropriate. I'm sorry, Potter. That's my final word.
300280;Forget about it, guys. See you later.
300281;Professor, can I ask you something?
300282;You want to know why I stopped you facing that boggart, yes? I would've thought it'd be obvious. I assumed it would take the shape of Lord Voldemort.
300283;I did think of Voldemort at first. But then I remembered that night on the train... and the dementor.
300284;I'm very impressed. That suggests what you fear the most is fear itself. This is very wise.
300285;Before I fainted... I heard something. A woman... screaming.
300286;Dementors force us to relive our very worst memories. Our pain becomes their power.
300287;I think it was my mother... the night she was murdered.
300288;The very first time I saw you, Harry, I recognized you immediately. Not by your scar, by your eyes. They're your mother, Lily's. Yes. Oh, yes. I knew her. Your mother was there for me at a time when no one else was. Not only was she a singularly gifted witch... she was also an uncommonly kind woman. She had a way of seeing the beauty in others... even, and perhaps most especially, when that person could not see it in themselves. And your father, James, on the other hand... he... He had a certain, shall we say, talent for trouble. A talent, rumor has it, he passed on to you. You're more like them than you know, Harry. In time, you'll come to see just how much.
300289;Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most...
300290;The most haunted building in Britain. Yeah I know. What's going on?
300291;Probably Neville forgotten the password again.
300292;Hey!.
300293;Oh, you're there.
300294;Let me through, please. Excuse me! I'm Head Boy! Get back, all of you. No one is to enter this dormitory until it's been searched.
300295;The Fat Lady! She's gone!
300296;Serves her right. She was a terrible singer.
300297;It's not funny, Ron.
300298;Keep calm, everyone. Break into fours. Back to your common room. Be quiet.
300299;Make way.
300300;The headmaster's here.
300301;Come on, move.
300302;You heard. Move!
300303;Mr. Filch? Round up the ghosts. Tell them to search every painting in the castle to find the Fat Lady.
300304;There's no need for ghosts, professor. The Fat Lady's there.
300305;Mind where you're going! Slow down! You listen! I'm Head Boy! Come back here!
300306;Keep moving!
300307;Dear lady, who did this to you?
300308;Eyes like the devil, he's got, and a soul as dark as his name. It's him, headmaster. The one they all talk about. He's here, somewhere in the castle! Sirius Black!
300309;Secure the castle, Mr. Filch. The rest of you, to the Great Hall.
300310;I've searched the Astronomy Tower and the Owlery, sir. But there's nothing there.
300311;Ah, thank you.
300312;The third floor's clear too, sir.
300313;Very good.
300314;I've done the dungeons, headmaster. No sign of Black, nor anywhere else in the castle.
300315;I didn't really expect him to linger.
300316;Remarkable feat, don't you think? To enter Hogwarts Castle on one's own... completely undetected?
300317;Quite remarkable, yes.
300318;Any theories on how he managed it?
300319;Many. Each as unlikely as the next.
300320;You may recall... prior to the start of term I expressed concerns... about your appointment of Professor...
300321;Not a single professor inside this castle would help Sirius Black enter it. I'm quite convinced the castle is safe... and I'm more than willing to send the students back to their houses.
300322;What about Potter? Should he be warned?
300323;Perhaps. But for now, let him sleep. For in dreams, we enter a world that's entirely our own. Let them swim in the deepest ocean or glide over the highest cloud.
300324;Turn to page 394.
300325;Excuse me, sir. Where's Professor Lupin?
300326;That's not really your concern, is it, Potter? Suffice it to say your professor finds himself incapable of teaching... at the present time. Turn to page 394.
300327;Werewolves?
300328;But sir, we just learned about red caps and hinkypunks. We're not meant to start that for weeks.
300329;Quiet.
300330;When did she come in? Did you see her come in?
300331;Now, which one of you can tell me the difference... between an Animagus and a werewolf? No one? How disappointing.
300332;Please, sir. An Animagus is a wizard who elects to turn into an animal. A werewolf has no choice. With each full moon, when he transforms, he no longer remembers who he is. He'd kill his best friend if he crossed his path. Furthermore, the werewolf only responds to the call of its own kind.
300333;Thank you, Mr. Malfoy. That's the second time... you've spoken out of turn, Miss Granger. Are you incapable of restraining yourself... or do you take pride in being an insufferable know-it-all?
300334;He's got a point, you know.
300335;Five points from Gryffindor. As an antidote to your ignorance, and on my desk, by Monday morning... two rolls of parchment on the werewolf, with emphasis... on recognizing it.
300336;Sir, it's Quidditch tomorrow.
300337;Then I suggest you take extra care, Mr. Potter. Loss of limb will not excuse you. Page 394. The term werewolf... is a contraction of the Anglo-Saxon word were... which means man, and wolf. Werewolf, man-wolf. There are several ways to become a werewolf. They include being given the power of shape-shifting... being bitten by a werewolf...
300338;Go, Harry! Go, Harry!
300339;Arresto momentum!
300340;He looks a bit peaky, doesn't he?
300341;Peaky? What do you expect? He fell over 100 feet.
300342;Yeah, come on Ron, let's walk you off the astronomy tower and see what you look like.
300343;Probably a right sight better than he normally does.
300344;How are you feeling?
300345;Oh, brilliant.
300346;You gave us a right good scare there, mate.
300347;What happened?
300348;Well, you fell off your broom.
300349;Really? I meant the match. Who won?
300350;Umm... no one blames you, Harry. The dementors aren't supposed to come inside the grounds. Dumbledore's furious. As soon as he saved you, he sent them off.
300351;There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...
300352;I'm sorry to hear about your broomstick. Is there no chance of fixing it?
300353;No. Professor, why do the dementors affect me so? I mean, more than everyone else?
300354;Listen. Dementors are amongst the foulest creatures to walk this earth. They feed on every good feeling, every happy memory... until a person is left with absolutely nothing but his worst experiences. You are not weak, Harry. The dementors affect you most because there are true horrors in your past. Horrors your classmates can scarcely imagine. You have nothing to be ashamed of.
300355;I'm scared, professor.
300356;Well I'd consider you a fool if you weren't.
300357;I need to know how to fight them. You could teach me. You made that dementor on the train go away.
300358;There was only one that night.
300359;But you made it go away.
300360;I don't pretend to be an expert, Harry. But as the dementors seem to have developed a particular interest in you... perhaps I should teach you. But after the holidays. For now, I need to rest.
300361;Last call for Hogsmeade! Come on, now!
300362;Guys, let me go.
300363;Clever, Harry.
300364;But not clever enough. Besides, we've got a better way.
300365;I'm trying to get to Hogsmeade.
300366;We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.
300367;We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.
300368;Oh. Bless him.
300369;Let me go! Come on, guys. Don't...
300370;Now, Harry.
300371;Come and join the big boys.
300372;Come and join the big boys.
300373;What are you doing?!
300374;What's this rubbish?
300375;What's this rubbish? he says. That there it's the secret to our success.
300376;It's a wrench giving it to you believe me. But we've decided your needs are greater than ours.
300377;George, if you will.
300378;I solemnly swear that I am up to no good.
300379;Mr's. Moony, Wormtail, Padfoot and Prongs... are proud to present the Marauder's Map.
300380;We owe them so much.
300381;Hang on. This is Hogwarts. And that... No. Is that really...?
300382;Dumbledore.
300383;In his study.
300384;Pacing.
300385;Does that a lot.
300386;So you mean this map shows...
300387;Everyone.
300388;Everyone?
300389;Everyone.
300390;Where they are.
300391;What they're doing.
300392;Every minute.
300393;Of every day.
300394;Brilliant! Where did you get it?
300395;Knicked it from Filch's office, of course. First year.
300396;Now listen, there are seven secret passageways... out of the castle. We'd recommend
300397;This one.
300398;This one.
300399;The One-Eyed Witch passageway.
300400;It'll lead you straight to Honeyduke's seller.
300401;You best hurry. Filch is heading this way.
300402;Oh and Harry don't forget. When you're done, just give it a tap and say:
300403;Mischief managed. Otherwise, anyone can read it.
300404;Mischief managed. Otherwise, anyone can read it.
300405;Now, how much do you want? Delicious.
300406;It's meant to be the most haunted building in Britain. Did I mention that?
300407;Twice.
300408;Do you want to move a bit closer?
300409;To the Shrieking Shack?
300410;Actually, I'm fine here.
300411;Well, well. Look who's here. You two shopping for your new dream home? Bit grand for you, isn't it, Weasle-Bee? Don't your family sleep in uh... one room?
300412;Shut your mouth, Malfoy.
300413;Uh, Not very friendly. Boys, I think it's time we teach Weasle-Bee how to respect his superiors.
300414;Hope you don't mean yourself!
300415;How dare you talk to me! You filthy little mudblood! Who is that? Don't stand there! Do something!
300416;What?
300417;What's up, Malfoy? Lost your skis?
300418;Get out of the way! Move!
300419;Malfoy! Wait! Wait!
300420;Harry!
300421;Bloody hell, Harry. That was not funny.
300422;Those weasels! Never told me about any Marauder's Map.
300423;But Harry isn't going to keep it. He's going to turn it over to Professor McGonagall. Aren't you?
300424;Sure. Along with his Invisibility Cloak.
300425;Oh, Look who it is. Madam Rosmerta. Ron fancies her.
300426;That's not true!
300427;Professor McGonagall!
300428;Cornelius!
300429;Allow me, minister.
300430;Oh, Hagrid...
300431;Sorry about that.
300432;Rosmerta, my dear. I hope business is good.
300433;It'd be a lot better if the Ministry wasn't sending dementors... into my pub every other night!
300434;We have... We have a killer on the loose!
300435;Sirius Black in Hogsmeade! And what would bring him here?
300436;Harry Potter.
300437;Harry Potter?
300438;Come.
300439;Harry!
300440;No underage wizards allowed in today! Shut the damn door!
300441;So rude.
300442;Thick heads.
300443;Thick heads?! How dare they! Who are they calling thick heads? Young whippersnappers!
300444;Nobody's going to come to a pub where they're gonna get scared out of their wits. Why?
300445;Professor Dumbledore does not want dementors around the place, I can assure you.
300446;Now, tell me what this is all about.
300447;Well. Now years ago, when Harry Potter's parents realized they were marked for death... You remember? They went into hiding. Few knew where they were. One who did was Sirius Black. And he told You-Know-Who!
300448;Not only did Black lead You-Know-Who to the Potters that night, but he also killed one of their friends, Peter Pettigrew!
300449;Peter Pettigrew?
300450;Yes, little lump of a boy. Always trailing after Sirius Black.
300451;Ah, I remember him. Never let James and Sirius out of his sight. But what happened?
300452;Well Peter Pettigrew tried to warn the Potters... and might have managed to, had he not run into an old friend, Sirius Black.
300453;Black was vicious. He didn't kill Pettigrew. He destroyed him! A finger. That's all that was left. A finger. Nothing else.
300454;Yes. Sirius Black may not have put his hands to the Potters, but he's the reason they're dead.
300455;And now he wants to finish what he started.
300456;Mhmm.
300457;I don't believe it.
300458;Ah, that's not the worst of it.
300459;What could be worse?
300460;This: Sirius Black was... and remains to this day... Harry Potter's godfather!
300461;Ron, look! Sorry, sorry. Excuse me, excuse me, sorry. Harry, what happened?
300462;He was their friend... and he betrayed them. He was their friend! I hope he finds me. Because when he does, I'm gonna be ready! When he does, I'm gonna kill him!
300463;Harry. There you are. You came. Are you sure about this, Harry? You know this is very advanced magic well beyond the Ordinary Wizarding Level.
300464;I'm sure.
300465;Well, everything's prepared. Now, the spell I'm going to try to teach you is called the Patronus Charm. Did you ever hear of it? No? Well... A Patronus is a kind of positive force. For the wizard who conjures one... it works something like a shield, with the dementor feeding on it rather than him. But in order for it to work, you need to think of a memory. Not just any memory, a very happy memory, a very powerful memory.
300466;Can you do this? Yes. Very well. Close your eyes. Concentrate. Explore your past. Do you have a memory? Allow it to fill you up. Lose yourself within it. Then speak the incantation, Expecto Patronum.
300467;Expecto Patronum.
300468;Very good. Shall we? Wand at the ready.
300469;Expecto Patronum! Expecto... Expecto... Expect...
300470;Here we go. Come on. Sit up. Deep breaths. It's all right. I didn't expect you to do it the first time. That would have been remarkable. Here, eat this. You'll feel better.
300471;That's one nasty dementor.
300472;Oh, no, no, no. That was a boggart, Harry. A boggart. The real thing would be worse. Much, much worse. As a matter of interest, what were you thinking? Which memory did you choose?
300473;The first time I rode a broom.
300474;That's not good enough. Not nearly good enough.
300475;There's another. It's not... happy, exactly. Well, it is. It's the happiest I've ever felt... but it's complicated.
300476;Is it strong? Then let's give it a try. You feel ready?
300477;Just do it. Expecto Patronum! Expecto Patronum!
300478;Yes! Well done, Harry. Well done!
300479;I think I've had enough for today.
300480;Yes. Sit down. Here. Eat this, it helps. It really helps. And just so you know, Harry... I think you'd have given your father a run for his money. And that... is saying something.
300481;I was thinking of him. And Mom. Seeing their faces. They were talking to me. Just talking. That's the memory I chose. I don't even know if it's real. But it's the best I have.
300482;Beautiful day.
300483;Gorgeous.
300484;Unless of course you've been ripped to pieces!
