ID#;dialog
500205;The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle.
500206;Yes.
500207;Yes, but-
500208;Within full sight of a Muggle?
500209;Yes, but-
500210;You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?
500211;Yes.
500212;That is most remarkable, Mr. Potter.
500213;It doesn't matter how impressive it was!
500214;But I did it because of the Dementors!
500215;What do you mean?
500216;My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.
500217;Ah, yes, yes, another cock-and-bull story.
500218;Dementors in Little Whinging?
500219;Oh, come now, Susan. He's clearly lying.
500220;We haven't got time to-
500221;Very well. Weasley, fetch the witness.
500222;Full name?
500223;Arabella Doreen Figg, resident of Little Whinging.
500224;So...what is your story?
500225;I was sitting on my porch when I saw the two Dementors gliding towards the two boys.
500226;What did the Dementors look like?
500227;Well, they were big and wore great, tattered cloaks.
500228;Anything else?
500229;I-I felt them. It was horrible...like I would never be happy again.
500230;Very well, you may go.
500231;Not very convincing.
500232;Oh, I disagree. She described their effects very completely.
500233;So two Dementors just happen to be in Little Whinging? I think not...
500234;Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius.
500235;Yes, and they're nothing but bilge, Dumbledore.
500236;Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?
500237;Dementors are irrelevant!
500238;Well, yes, if he's telling the truth!
500239;Very well, all for clearing the accused of charges?
500240;All opposed?
500241;Excellent.
500242;Harry, you've been let off! That's wonderful!
500243;You were tried by the full court?
500244;I think so, yeah.
500245;Er...is Percy mad at you?
500246;Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left.
500247;Well, well, if it isn't Patronus Potter.
500248;What are you doing here?
500249;Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours.
500250;Shall we continue this in your
500251;Certainly.
500252;If he wanted to talk to the Minister, why down here?
500253;Dunno, Harry. Some things are just beyond comprehension.
500254;Settle down, you three!
500255;Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?
500256;Yeah, absolutely.
500257;Well, I'd better be off. I've got a bewitched vomiting toilet to deal with.
500258;George, remember that concept. Vomiting Toilet.
500259;Right you are, Fred.
500260;Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late.
500261;Harry!
500262;You all right, Harry?
500263;Yeah...just...my scar...the pain is getting stronger.
500264;Harry, I've got something that might interest you.
500265;This was the original Order of the Phoenix. Found it while we were cleaning.
500266;"There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;"
500267;"then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course.."
500268;My parents.
500269;I miss them, Sirius...
500270;I know, Harry, I know. I miss them too.
500271;It's not fair that I got to spend so much time with them and you didn't...
500272;Why'd they have to die, Sirius, why?
500273;I know I'm not your father, Harry, but I'll always be there for you, if I can help it...
500274;Thanks.
500275;Kreacher, get out of here! Now!
500276;Oh, how the old Mistress would weep to see the traitor in her house...
500277;Who..who was that?
500278;Kreacher. He's been alone with the house for years, he's gone a bit funny.
500279;Harry, Ron and I, we've been named House Prefects! She hands Harry a letter.
500280;What about you, Harry?
500281;Are you sure? I would have thought you would get one!
500282;I'm sure. Nothing.
500283;So...congratulations Ron, Hermione...
500284;Come on, lets go back downstairs!
500285;Yes, do go enjoy yourselves.
500286;What is that?
500287;Yes it is, it's right there!
500288;I see them too, Harry.
500289;Er...you are?
500290;Luna. Luna Lovegood.
500291;Well, thanks Luna.
500292;Hagrid's cabin looks deserted.
500293;I hope he's all right...
500294;What if he were still on his...
500295;What if he's still on his mission from Dumbledore?
500296;Yeah, could be.
500297;I beg a few moments of your attention, as I have a few start of term announcements. Right off, our caretaker, the good Mr. Filch, has reminded me for what he says is the four-hundred and sixty-second time that he had an annually updated list of various banned items, usually introduced by our humour experts Fred and George Weasley...
500298;... which are posted in an extensive list on the door to Mr. Filch's door.
500299;Also, we have two staffing changes this year. Professor Grubby-Plank will be taking the post of Care of Magical Creatures post as Professor Hagrid is on...extended leave.
500300;Additionally, we have Professor Umbridge, who has kindly agreed to fill the post of Defense Against the Dark Arts-—
500301;Hem, hem, Headmaster, if I could address the school?
500302;Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position.
500303;So why didn't your mum want you to come back to Hogwarts, Seamus?
500304;What?
500305;Me mam didn't want me to come back to Hogwarts...
500306;Why?
500307;Well...because of you...
500308;What did I do?
500309;She...well, she figure's you're, well...you're lying about You-Know- Who and Dumbledore's a right nutter...
500310;Where'd she get that from?
500311;No one believes me, Hedwig. No one...
500312;I'm alone...
500313;Sorry, Professor...
500314;Hmm, let's see, five points from Gryffindor for coming in late.
500315;Now, as I was saying before Mr. Potter interrupted with his antics, your Defense Against the Dark Arts education has been rather fragmented and disjointed in your past classes, hasn't it?
500316;I will be following a pre-approved Ministry-prepared, theory-centered Defense lesson plan.
500317;Copy this down.
500318;Yes?
500319;I wanted to know something about your course aims.
500320;Well, they should be perfectly self- evident.
500321;But surely the whole point of Defense against the dark arts is practical application?
500322;Miss Granger, this class has been approved by Ministry experts. Are you a Ministry Expert?
500323;No, but-
500324;Then you have no business challenging those who are. We will be learning about spells in a safe, risk-free environment-
500325;But we've got O.W.L.s coming up! You expect us to do the spells with no practice?
500326;What good's theory in the real world?
500327;What about Lord Voldemort?
500328;Ten points from Gryffindor, Mr. Potter. Let me set the record straight.
500329;Some of you have been told that a certain dead wizard has returned. This is a lie.
500330;It-is-NOT-a-LIE!
500331;Mr. Potter, you have just landed yourself in detention!
500332;So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?
500333;The boy's death was a tragic accident.
500334;It was MURDER! I saw it happen!
500335;Mr Potter, you have earned yourself a week's worth of detentions!
500336;Yeah, talk to somebody who cares.
500337;That goes to Professor McGonagall, dear.
500338;Yeah. But she called me a liar!
500339;Yes, Professor.
500340;Good. Off you go.
500341;How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!
500342;You reckon she's here to spy on us?
500343;Well, not us specifically, but definitely Dumbledore and the Order.
500344;Oh! Sorry...
500345;Yeah, well, you're going to have to get out of it somehow. We're holding tryouts for Keeper now Wood's gone, and I wanted to have the whole team there.
500346;I'll never get out of it, Angelina.
500347;Well, just...don't do it again!
500348;Well, Harry, shall we start on Snape's report?
500349;Later, I've got detention.
500350;Good luck, Harry.
500351;Thanks.
500352;Ah, Potter. Sit down.
500353;You're going to be doing lines, tonight, Mr. Potter, and you'll be using this quill.
500354;"You will write ""I will not tell lies"" until I tell you to stop. Understand?"
500355;There's no ink.
500356;Oh...you won't need ink.
500357;Problem, Potter?
500358;That's enough for this evening. Same time, tomorrow, and we'll see if we can get the message to sink in a bit deeper.
500359;Hey, Harry.
500360;Have you seen Ron? I can't find him anywhere.
500361;No, I haven't.
500362;He's been acting fishy all week. He's up to something.
500363;That's enough for tonight, Potter. Let's see that hand.
500364;Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!
500365;Harry--bloody hell!
500366;He's got to be taken to the hospital wing.
500367;You said she was making you do lines!
500368;She is. But the quill has some sort of spell on it. It uses blood for ink.
500369;That old hag! She's sick!
500370;No, I'm telling anyone.
500371;Harry, I really think you should tell--
500372;No!
500373;I don't need his help. I don't need anyone's help.
500374;Hagrid's still not back yet. I hope he's all right.
500375;I've asked Sirius about it.
500376;Harry, you can't write to him! Owls are being intercepted, it isn't safe.
500377;Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.
500378;Always knew she was a bit fishy.
500379;You think she's working for You- Know-Who?
500380;Well, it's a possibility, isn't it?
500381;I suppose so. He could have her under the Imperious Curse, though it's unlikely. Dumbledore'd know.
500382;Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry.
500383;Greetings my children. I sense even now that many of you have already made the transition into the beyond!
500384;Today we will be continuing our interpretation of prophetic dreams. Please divide into your groups and discuss your recent night time visions using the text as a guide.
500385;And how long have you been at this post?
500386;I understand you are the descendent of the famous Seer Cassandra Trelawney?
500387;I am.
500388;And you are the first since Cassandra to have the Second Sight?
500389;These things tend to skip...several...generations.
500390;Of course.
500391;Now, if you would kindly make a prediction for me?
500392;The Inner Eye does not See upon command!
500393;My dear boy, your dream diary, if you please!
500394;My dear boy! My poor boy! These dreams are evil portends!
500395;Yes, yes, oatmeal! Are you telling me you cannot see the signs? The foretelling of suffering and death?
500396;Er...
500397;Perhaps you are not as in the beyond as the others.
500398;Well, if that's the best you can do, Professor, I will be going.
500399;Where are we going, Hermione?
500400;There we are.
500401;"""The Hog's Head,"" Hermione?"
500402;Come on, I'll explain in a minute.
500403;Hermione, what's going on?
500404;These are some people I mentioned my Defense Against the Dark Arts idea with.
500405;You mean about us teaching ourselves?
500406;Hey, Harry.
500407;Hey, Neville.
500408;Uh...same to you, Luna.
500409;Hear, hear!
500410;Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name.
500411;That's the first time you've said his name.
500412;How do we know You-Know-Who's really back?
500413;Dumbledore believes he is.
500414;You mean Dumbledore believes him.
500415;That's true, but I think we're drifting from the purpose--
500416;It's okay, Hermione.
500417;I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone.
500418;Well...anyway...uh, I think that in order to learn properly we'll need a teacher.
500419;But we're all students. None of us has the experience to--
500420;Someone here does. Everyone looks at her. She is staring directly at Harry.
500421;Me?
500422;I for one would like to know why Potter's qualified and the rest of us aren't.
500423;One of the portraits said you'd killed a Basilisk in the Chamber of Secrets with that sword in Dumbledore's office.
500424;Uh...well, yeah, I did.
500425;Blimey, Harry...
500426;Wow...
500427;Can't forget that he saved the Sorcerer's Stone from You-Know-Who in his first year.
500428;And last year he got through the Triwizard Tournament!
500429;Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!
500430;And you fought off those dementors that attacked you this summer.
500431;So all in favor of taking lessons from Harry?
500432;Where are we going to meet?
500433;What about an unused classroom?
500434;That might work. I'll look into that.
500435;Ok, good.
500436;I think we should put our names down, so we know who was here.
500437;I don't know...if it were found...I mean, Umbridge wouldn't like what we're doing...
500438;Honestly, Ernie, do you think I'd just leave it lying around? Besides, its enchanted.
500439;Also, what should we call ourselves?
500440;What about the Anti-Unbridhe League?
500441;I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.
500442;We'll let you know when we're going
500443;I think that went well.
500444;Yeah.
500445;And did you see Cho, Harry?
500446;Well, she couldn't keep her eyes off you, could she?!
500447;Harry, you won't believe...that Umbridge woman...this is too much!!
500448;What's she done now?
500449;Follow me.
500450;"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately."""
500451;She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.
500452;Not only that, but what about the
500453;This isn't a coincidence.
500454;She knows.
500455;She can't!
500456;Look, we don't know how many people could have overheard our meeting and told her.
500457;Or somebody at the meeting could have blabbed to her.
500458;No, they couldn't have. The parchment we all signed was enchanted, like I said. No one can betray the D.A. without us knowing.
500459;What would we do without you, Hermione?
500460;Hedwig!
500461;She's hurt!
500462;She doesn't look very good.
500463;Harry, you'd better take her to Professor Grubby-Plank. She'll know what to do.
500464;Potter!
500465;Where on earth are you going at this time of night?
500466;It's Hedwig. I think she's been attacked.
500467;What?
500468;Yes, I think you might be right, Potter. She looks at Harry.
500469;London.
500470;Well, give her to me. I'll run her
500471;There you are.
500472;Bear in mind, Potter, that channels of communication in and out of Hogwarts are being watched, won't you?
500473;Yes, Professor.
500474;Good. Now, off to bed.
500475;Mr. Harry Potter!
500476;Dobby! What are you doing here?
500477;Dobby is cleaning, sir.
500478;What is it, Dobby.
500479;Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.
500480;Don't worry about it, Dobby. But I don't think you can help me.
500481;Actually, there is something you can do, Dobby.
500482;I need a room where twenty-eight people can practice Defense Against the Dark Arts without the teachers knowing. Especially Professor Umbridge.
500483;Dobby knows of the perfect place, Harry Potter! It is the Room of Requirement, sir. You can only use the room in times of great need. Whatever you need will be there for you, Harry Potter.
500484;That's brilliant, Dobby!
500485;Dobby can show you now, if you wish, Harry Potter.
500486;Better not, Dobby. School is pretty intense right now. We'll do it ina few months, before the holidays.
500487;...and Slytherin is up forty to ten. Alica with the quaffle!
500488;Weasley is our King, Weasley is our King, He always lets the Quaffle in, Weasley is our King!
500489;Just ignore them, Ron!
500490;I should thank you, Weasley. You're definitely our best player!
500491;Harry, are you all right?
500492;Bet you loved that, Potter! Saved Weasley's neck, didn't you?
500493;I've never seen a worse Keeper! Maybe we should add some more verses to our little song. About his filthy mother!
500494;And his pathetic loser of a father too!
500495;But then, you like the Weasleys, don't you? How can you stand the stink? I guess it reminds you of your own dear mother!
500496;Impedimenta!
500497;Don't make me stupify you, Potter!
500498;My office. Now.
500499;In all my thirty-nine years at this school, I have never seen such a disgusting display.
500500;Malfoy provoked us.
500501;Of course he wanted to provoke you! He'd just lost!
500502;I cannot express in words the disappointment I feel right now.
500503;What is it, Dolores?
500504;I thought you might need some additional authority in dealing with these two.
500505;You thought wrong. Now kindly remove yourself from my office.
500506;Now, I don't care what Malfoy said. Your performance out there was shameful. Fifty points from Gryffindor, and I'm giving you both a week's worth of detentions.
500507;I hardly think that's an adequate punishment for this.
500508;Educational Decree Twenty-Five. It gives me, as High Inquisitor, the power to give punishments and privileges, and to alter those given out to students by other members of the staff.
500509;So, I think a life-long ban from playing quidditch should do the trick for both of these. Oh, and this one's twin as well. He was going to attack Malfoy as well.
500510;Ban us...for life.
500511;Yes, indeed, Mr. Potter.
500512;Ah, I'll take your brooms as well.
500513;Well, have a wonderful day.
500514;You've--!
500515;My hands are tied, Potter.
500516;I can't believe it...three players banned for life in one day...
500517;I'm going to resign.
500518;You can't!
500519;I'm horrible! I should never have joined.
500520;If you quit, we'll be out four players!
500521;This is the worst day of my life.
500522;I know something that could cheer you up.
500523;Hagrid's back!
500524;Hagrid, what happened to you?
500525;I've fine, I tell yeh!
500526;Come off it, Hagrid! We're not blind!
500527;Can' answer tha', I'm afraid. Top secret, that is. Business of the Order.
500528;We know you were looking for giants, Hagrid. Dumbledore said so last year.
500529;Oh. Well, yeah, I was, then. Went with Madame Maxime. Took us a month to get to their camp.
500530;A month?
500531;O' course! Can' do magic, not with the Ministry followin' us all the way. Plus, giants aren't fond o' wizards. Don' trust 'em.
500532;So what did you do when you found them?
500533;So...no giants are coming?
500534;Well, not righ' away. We brought our message, an' I expec' a fair few'll remember it afore teh end comes.
500535;Glad to see all of you could find this place all right.
500536;Hey, Harry, what is all this stuff?
500537;Loads of Defense Against the Dark Arts equipment. Hopefully we'll be able to get to all of it before the end of term.
500538;Oh please. Professor Lockhart taught us that in second year.
500539;Lockhart didn't teach as much as prune himself.
500540;Besides, it works. I used it against You-Know-Who last June. It saved my life.
500541;Right. Well, let's split into pairs and give it a go.
500542;Expelliarmus!
500543;Well done, Neville!
500544;Look here, you lot! Neville's really got the hang of this one.
500545;Expelliarmus!
500546;I did it! I did it!
500547;Never forget this spell, Neville. It could save your live some day.
500548;Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!
500549;What's wrong with him?
500550;Get McGonagall! Go!
500551;Harry! HARRY!
500552;Potter!
500553;Wake up, Potter. Wake up. Please...
500554;Mr. Weasley's been attacked!
500555;You dreamed this, Potter?
500556;No, I saw it happen! I...I was there...
500557;You're sure this happened, Potter?
500558;We're going to see the Headmaster, Potter.
500559;Professor McGonagall, and...ah...
500560;What can I do for you?
500561;Well, Potter has had some kind of nightmare...
500562;How did you see this? How were you positioned when you saw it?
500563;Oh. Uh...I was the snake. I saw it from the snake's perspective.
500564;Is Arthur seriously injured?
500565;Yes!
500566;You were listening?
500567;Naturally.
500568;Raise the alarm. We must make sure Arthur is found by the right people.
500569;Many of our previous headmasters and mistresses have portraits in other institutions, allowing them to move between them.
500570;Fawkes, we will need a warning.
500571;Naturally, naturally.
500572;What news?
500573;I shouted until someone came. They carried him up seconds ago. He doesn't look good. Covered in blood...
500574;Dumbledore, I've just seen them arrive at St. Mungos. Apperated there moments ago. He looks really bad.
500575;Good.
500576;Minerva, the rest of the Weasleys will need to be awoken.
500577;Phineas.
500578;Phineas, I need you to visit your other portrait. Tell Sirius what happened and that we are coming to stay for a while.
500579;It's late, Dumbledore...
500580;I'm going, I'm going...
500581;Sit, Potter.
500582;As you are well aware, I will be teaching you Occlumency. The headmaster feels you should learn this form of magic to defend yourself against the Dark Lord, who is skilled at Legilimency.
500583;What's that, Professor?
500584;Legilimency is the ability to extract thoughts and feelings from others.
500585;Voldemort can read minds?
500586;As usual, you have all the subtlety of a stone wall, Potter.
500587;The mind is not a book, of which any page can be examined. The mind is complex and multi-layered.
500588;So he could read our minds right now?
500589;But hasn't it helped so far? I mean, it saved Mr. Weasley's life, didn't it?
500590;Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions.
500591;Wand out, Potter.
500592;You may use any spell you can think of to try and repel me.
500593;What are you going to do?
500594;I am going to break into your mind.
500595;No!
500596;Well, you stopped me eventually. Ideally, you should repel me with your mind.
500597;Clear your mind, Potter. Abandon
500598;Come on, Harry!
500599;I've been there before...
500600;What was that?
500601;I've just realized...
500602;Realized what, Potter?
500603;What's in the Department of Mysteries, sir?
500604;What did you say?
500605;That corridor, I've been dreaming about it for months...it leads to the Department of Mysteries, I'm sure of it.
500606;There are many things in the Department of Mysteries, Potter, none of which concern you.
500607;I can do whatever I wish!
500608;This is my home!
500609;Not anymore.
500610;Now remove yourself from this castle!
500611;I have the authority, Headmaster!
500612;Oh, I agree with you, Professor Umbridge. You do have the power to dismiss my teachers. However...
500613;-..-You cannot send them from this
500614;And what of her quarters when I appoint a new teacher.
500615;Happily, that will not be necessary. I have found a successor
500616;...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.
500617;This is Firenze.
500618;So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?
500619;It's got to be.
500620;That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.
500621;Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!
500622;But why the Department of Mysteries?
500623;It makes perfect sense, Ron. It's got to be something the Ministry's been developing. Something top secret.
500624;Look at this. There's been a mass escape from Azkaban.
500625;Bloody hell!
500626;They're all Death Eaters!
500627;Yes.
500628;Voldemort.
500629;Since I had received information some time ago that Potter and a number of other students had met in the Hog's Head to start an illegal group--
500630;I'm not sure that's true, Professor.
500631;I'm sorry?
500632;In point of fact, when young Potter met those students it was not illegal.
500633;But two days later, Educational Decree Twenty-Four was introduced.
500634;Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?
500635;I have a witness right here!
500636;Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight.
500637;Let's ask her, shall we?
500638;You can shake your head for an
500639;What do you mean by shaking your head, girl?
500640;But what about Potter? He was the
500641;Why are you shaking your head, girl?
500642;Again, I cannot have you manhandling my students, Professor Umbridge.
500643;My apologies, Headmaster. I forgot myself.
500644;Well, what about the meeting tonight?
500645;So, Dumbledore, you've been behind this whole thing.
500646;Well, Minister. You've caught me.
500647;This has all been your doing! You've been recruiting students for your army!
500648;Quite correct, Cornelius.
500649;I knew it! I KNEW it! You've been plotting against me all this time!
500650;This is too good to be true!
500651;Professor, no!
500652;Quiet, Harry!
500653;Yes, shut up, Potter. So, you'll be coming with us to the Ministry--
500654;Ah, yes. I was wondering when we'd hit that little snag.
500655;I see no snag, Dumbledore.
500656;But I do. You seem to be laboring under the delusion that I would 'come quietly.'
500657;Resisting arrest, now are you, Dumbledore?
